federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2018-09-14,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2018-11-13,2,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2018-09-14,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2018-11-13,2,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2018-09-14,Health,F,Nutrition and Dietary Deficiencies,0814,Dispose of garbage and refuse properly.,D,"Deficient, Provider has date of correction",2018-11-13,2,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2018-09-14,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,B,"Deficient, Provider has date of correction",2018-11-13,2,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2018-09-14,Health,F,Environmental Deficiencies,0925,"Make sure there is a pest control program to prevent/deal with mice, insects, or other pests.",D,"Deficient, Provider has date of correction",2018-11-13,2,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2017-05-12,Health,F,Administration Deficiencies,0514,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",D,"Deficient, Provider has date of correction",2017-07-06,3,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2021-01-19,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2021-03-09,1,N,N,Y,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2020-11-09,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2021-01-05,1,Y,N,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2020-11-09,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,D,"Deficient, Provider has date of correction",2021-01-05,1,Y,N,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2019-02-15,Health,F,Resident Rights Deficiencies,0558,Reasonably accommodate the needs and preferences of each resident.,D,"Deficient, Provider has date of correction",2019-04-11,2,Y,N,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2019-02-15,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2019-04-11,2,Y,N,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2019-02-15,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2019-04-11,2,Y,N,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2019-02-15,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2019-04-11,2,Y,N,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2019-10-22,Health,F,Resident Rights Deficiencies,0580,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",D,"Deficient, Provider has date of correction",2019-12-11,3,N,Y,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2019-10-22,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2019-12-11,3,N,Y,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2019-05-24,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2019-06-26,3,N,Y,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2019-05-24,Health,F,Quality of Life and Care Deficiencies,0695,Provide safe and appropriate respiratory care for a resident when needed.,K,"Deficient, Provider has date of correction",2019-06-26,3,N,Y,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2019-05-24,Health,F,Environmental Deficiencies,0908,Keep all essential equipment working safely.,D,"Deficient, Provider has date of correction",2019-06-26,3,N,Y,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2017-09-05,Health,F,Quality of Life and Care Deficiencies,0282,Provide care by qualified persons according to each resident's written plan of care.,D,"Deficient, Provider has date of correction",2017-11-02,3,Y,N,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2017-09-05,Health,F,Quality of Life and Care Deficiencies,0314,Give residents proper treatment to prevent new bed (pressure) sores or heal existing bed sores.,D,"Deficient, Provider has date of correction",2017-11-02,3,Y,N,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2017-09-05,Health,F,Administration Deficiencies,0514,"Keep accurate, complete and organized clinical records on each resident that meet professional standards.",D,"Deficient, Provider has date of correction",2017-11-02,3,Y,N,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-12-05,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2018-01-28,2,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-12-05,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2018-01-28,2,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-12-05,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2018-01-28,2,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-12-05,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2018-01-28,2,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-12-05,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2018-01-28,2,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2016-10-14,Health,F,Environmental Deficiencies,0253,Provide housekeeping and maintenance services.,E,"Deficient, Provider has date of correction",2016-12-13,3,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2019-06-24,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2019-08-20,1,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2019-06-24,Health,F,Quality of Life and Care Deficiencies,0676,Ensure residents do not lose the ability to perform activities of daily living unless there is a medical reason.,D,"Deficient, Provider has date of correction",2019-08-20,1,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2019-06-24,Health,F,Quality of Life and Care Deficiencies,0685,Assist a resident in gaining access to vision and hearing services.,D,"Deficient, Provider has date of correction",2019-08-20,1,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2019-06-24,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2019-08-20,1,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2019-06-24,Health,F,Resident Assessment and Care Planning Deficiencies,0842,Safeguard resident-identifiable information and/or maintain medical records on each resident that are in accordance with accepted professional standards.,B,"Deficient, Provider has date of correction",2019-08-20,1,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2019-06-24,Health,F,Environmental Deficiencies,0921,"Make sure that the nursing home area is safe, easy to use, clean and comfortable for residents, staff and the public.",D,"Deficient, Provider has date of correction",2019-08-20,1,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0604,"Ensure that each resident is free from the use of physical restraints, unless needed for medical treatment.",D,"Deficient, Provider has date of correction",2018-03-30,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2018-03-30,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2018-03-30,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2018-03-30,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Health,F,Quality of Life and Care Deficiencies,0698,"Provide safe, appropriate dialysis care/services for a resident who requires such services.",D,"Deficient, Provider has date of correction",2018-03-30,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,D,"Deficient, Provider has date of correction",2018-03-30,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2018-03-30,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",D,"Deficient, Provider has date of correction",2018-03-30,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2018-03-30,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2016-11-10,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0225,"1) Hire only people with no legal history of abusing, neglecting or mistreating residents; or 2) report and investigate any acts or reports of abuse, neglect or mistreatment of residents.",D,"Deficient, Provider has date of correction",2017-01-05,3,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335796,MEADOWBROOK CARE CENTER,320 WEST MERRICK ROAD,FREEPORT,NY,11520,2021-02-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2021-04-07,1,N,N,Y,"320 WEST MERRICK ROAD,FREEPORT,NY,11520",2022-01-01
335796,MEADOWBROOK CARE CENTER,320 WEST MERRICK ROAD,FREEPORT,NY,11520,2020-01-06,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2020-02-22,1,Y,N,N,"320 WEST MERRICK ROAD,FREEPORT,NY,11520",2022-01-01
335796,MEADOWBROOK CARE CENTER,320 WEST MERRICK ROAD,FREEPORT,NY,11520,2020-01-06,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2020-02-22,1,Y,N,N,"320 WEST MERRICK ROAD,FREEPORT,NY,11520",2022-01-01
335796,MEADOWBROOK CARE CENTER,320 WEST MERRICK ROAD,FREEPORT,NY,11520,2020-01-06,Health,F,Quality of Life and Care Deficiencies,0676,Ensure residents do not lose the ability to perform activities of daily living unless there is a medical reason.,D,"Deficient, Provider has date of correction",2020-02-22,1,Y,N,N,"320 WEST MERRICK ROAD,FREEPORT,NY,11520",2022-01-01
